1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.001159144,0.00204645,0.001119963,0.001152283,0.001497429,0.001540877,0.001210167,0.001028065,0.001214251,0.001105853,0.001212288,0.001463296,0.001338039,0.001386049,0.001545216,0.001948623
0.001147983,0.002026751,0.001093972,0.001148157,0.001461878,0.001520841,0.001190218,0.00100401,0.001190331,0.001077838,0.001183704,0.001424838,0.001325936,0.001359835,0.001518318,0.001916472
0.001143962,0.002030701,0.001094741,0.001151757,0.001418174,0.001504932,0.001162994,0.000989041,0.001170293,0.001050652,0.00117136,0.001414693,0.001334035,0.001345417,0.001521486,0.001899477
0.00114162,0.002034854,0.001097452,0.00115708,0.001375953,0.001491397,0.00113668,0.000964323,0.001150653,0.001025281,0.001155611,0.001399844,0.001340561,0.001332643,0.001526782,0.001883238
0.001140006,0.002038708,0.0011001,0.001162058,0.001334458,0.001477792,0.001110634,0.000939975,0.001130893,0.001000439,0.001140842,0.001385429,0.00134654,0.001320252,0.001531479,0.001866526
0.001138778,0.002042968,0.001103396,0.001167519,0.00129399,0.001464826,0.001085059,0.0009162,0.001111399,0.000976526,0.001122594,0.001365816,0.001351623,0.001307502,0.0015352,0.001850978
0.001134414,0.002042415,0.001104908,0.001173641,0.001252977,0.001448717,0.001058199,0.000891331,0.001090555,0.000950605,0.001102248,0.001343922,0.001352953,0.001291909,0.001532875,0.001830489
0.001130476,0.002031722,0.001096861,0.001168913,0.001213372,0.001434252,0.00102856,0.000866137,0.001066356,0.000927127,0.001084975,0.001322709,0.001339403,0.001269956,0.00150842,0.001805914
0.001124166,0.002013276,0.001077459,0.001141902,0.001173774,0.001388181,0.000998616,0.000840916,0.001042986,0.000899289,0.001067327,0.001301112,0.00132517,0.001248051,0.001485557,0.001783534
0.001122433,0.002016512,0.001042885,0.001113558,0.001137035,0.001371684,0.000974377,0.00081423,0.001019618,0.000876639,0.001052307,0.001287984,0.001329481,0.00123713,0.001487428,0.00176139
0.001122797,0.002019836,0.001010009,0.001086446,0.00110131,0.001356594,0.000950671,0.000788333,0.000994762,0.000854708,0.001038944,0.001275855,0.001333553,0.001226402,0.001489343,0.001739454
0.001123507,0.00202295,0.000977212,0.001059963,0.001066461,0.001341418,0.00092741,0.000763626,0.000970338,0.000833297,0.001026158,0.001263568,0.00133733,0.001191947,0.001455304,0.001700255
0.001124339,0.002026219,0.000946218,0.001034161,0.001032618,0.001326419,0.000904625,0.000739745,0.00094644,0.000812556,0.001013755,0.001251431,0.001341159,0.00115846,0.001421964,0.001662006
0.001126322,0.002030198,0.000915677,0.001009319,0.000999868,0.001311796,0.000882633,0.000716744,0.00092291,0.000792711,0.0010008,0.001238622,0.001345803,0.001126673,0.001389411,0.001626803
0.001127517,0.002018275,0.000885878,0.000977273,0.000965249,0.001297603,0.000858337,0.000694744,0.000898108,0.000775162,0.000972019,0.001206402,0.001334734,0.001091322,0.001351232,0.001585512
0.001124092,0.001998474,0.000853922,0.000933606,0.000930736,0.001255001,0.000833424,0.000672338,0.000873714,0.000752832,0.000945209,0.001174522,0.001320945,0.001057193,0.001313498,0.001545748
0.001126077,0.002002143,0.000827977,0.000912191,0.000898185,0.001237071,0.000812503,0.000650742,0.000851462,0.000734288,0.000928017,0.001154305,0.001324037,0.001026441,0.00128076,0.001511164
0.001128309,0.002005451,0.000803041,0.000890503,0.00086668,0.00122006,0.0007919,0.000630108,0.000829735,0.000716208,0.00091112,0.001134307,0.001326702,0.000996512,0.001248919,0.001477161
0.001130409,0.002008791,0.000778973,0.000868862,0.000836149,0.001203196,0.00077176,0.000610434,0.000808479,0.000698509,0.000894515,0.001114515,0.00132905,0.000967374,0.001217719,0.001443497
0.00113332,0.002012762,0.000754824,0.00084783,0.000807009,0.0011881,0.000752222,0.000591498,0.00078792,0.000681478,0.000879129,0.001096094,0.001332352,0.000939438,0.00118734,0.0014089
0.001132077,0.002000978,0.000728969,0.000826571,0.000779445,0.001148278,0.000736163,0.000574451,0.000768035,0.000658397,0.000862395,0.001071392,0.001311963,0.000908182,0.001151325,0.00137148
